"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Variant Image","Variant Weight Unit","Status"
"premium-straight-tension-fabric-backdrop-display","","","","","","","","9.8ft W x 7.5ft H","","Single side graphic printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","435.00","","TRUE","TRUE","https://cdn.shopify.com/s/files/1/1065/1408/files/Straight_Tension_Fabric_Backdrop_Media_Wall_5_41959f40-729b-45f6-810a-afc705f4c8a1.png?v=1773826202","11","Premium Straight Tension Fabric Backdrop Display","https://cdn.shopify.com/s/files/1/1065/1408/files/1_Thumbnail_image_ecd067ab-c1e4-45a3-872e-5db0301850e2.jpg?v=1782707264","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","9.8ft W x 7.5ft H","","Single side graphic printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","206.00","","TRUE","TRUE","https://cdn.shopify.com/s/files/1/1065/1408/files/Straight_Tension_Fabric_Backdrop_Media_Wall_4_a059955b-4987-4588-8bcc-9fc63e20c5da.png?v=1773826202","12","Premium Straight Tension Fabric Backdrop Display","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","9.8ft W x 7.5ft H","","Double side graphics printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","458.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/Artboard_10.png?v=1782216979","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","9.8ft W x 7.5ft H","","Double side graphics printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","231.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","9.8ft W x 7.5ft H","","No fabric (frame only)","","With aluminum frame","TMW-STMW","1000","","continue","manual","348.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/5_Frame_Tools.png?v=1782216979","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","13.2ft W x 7.5ft H","","Single side graphic printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","587.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/1_Thumbnail_image_ecd067ab-c1e4-45a3-872e-5db0301850e2.jpg?v=1782707264","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","13.2ft W x 7.5ft H","","Single side graphic printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","304.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","13.2ft W x 7.5ft H","","Double side graphics printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","620.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/Artboard_10.png?v=1782216979","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","13.2ft W x 7.5ft H","","Double side graphics printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","340.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","13.2ft W x 7.5ft H","","No fabric (frame only)","","With aluminum frame","TMW-STMW","1000","","continue","manual","471.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/5_Frame_Tools.png?v=1782216979","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","16.4ft W x 7.5ft H","","Single side graphic printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","615.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/1_Thumbnail_image_ecd067ab-c1e4-45a3-872e-5db0301850e2.jpg?v=1782707264","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","16.4ft W x 7.5ft H","","Single side graphic printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","333.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","16.4ft W x 7.5ft H","","Double side graphics printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","651.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/Artboard_10.png?v=1782216979","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","16.4ft W x 7.5ft H","","Double side graphics printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","372.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","16.4ft W x 7.5ft H","","No fabric (frame only)","","With aluminum frame","TMW-STMW","1000","","continue","manual","473.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/5_Frame_Tools.png?v=1782216979","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","19.5ft W x 7.5ft H","","Single side graphic printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","691.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/1_Thumbnail_image_ecd067ab-c1e4-45a3-872e-5db0301850e2.jpg?v=1782707264","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","19.5ft W x 7.5ft H","","Single side graphic printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","364.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","19.5ft W x 7.5ft H","","Double side graphics printed","","With aluminum frame","TMW-STMW","1000","","continue","manual","734.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/Artboard_10.png?v=1782216979","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","19.5ft W x 7.5ft H","","Double side graphics printed","","Replacement print only (no frame)","TMW-STMW","1000","","continue","manual","411.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/3._Fabric.png?v=1782216980","g",""
"premium-straight-tension-fabric-backdrop-display","","","","","","","","19.5ft W x 7.5ft H","","No fabric (frame only)","","With aluminum frame","TMW-STMW","1000","","continue","manual","520.00","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/1065/1408/files/5_Frame_Tools.png?v=1782216979","g",""
